country,city,cityLabel,population,mayor,mayorLabel,genderLabel,birth,age,start_date,duration,birth_country,birth_countryLabel,birth_city,birth_cityLabel,city_lon,city_lat,birth_city_lon,birth_city_lat,distance
Ireland,http://www.wikidata.org/entity/Q1761,Dublin,553165.0,http://www.wikidata.org/entity/Q41536567,Mícheál Mac Donncha,male,1965-03-11,53.0,2017-06-26,1,http://www.wikidata.org/entity/Q27,Ireland,http://www.wikidata.org/entity/Q1761,Dublin,-6.265833333,53.3425,-6.265833333,53.3425,0.0
Spain,http://www.wikidata.org/entity/Q8818,Valencia,787808.0,http://www.wikidata.org/entity/Q9012047,Joan Ribó,male,1947-09-17,71.0,2017-01-01,1,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q16697,Manresa,-0.375,39.466666666,1.829166666,41.726388888,312667.92118391924
Spain,http://www.wikidata.org/entity/Q15688,Ávila,58149.0,http://www.wikidata.org/entity/Q29366430,José Luis Rivas,male,1950-01-01,68.0,2015-05-24,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q15688,Ávila,-4.696222222,40.654347222,-4.696222222,40.654347222,0.0
Spain,http://www.wikidata.org/entity/Q494693,Torrelavega,52034.0,http://www.wikidata.org/entity/Q25408727,José Manuel Cruz Viadero,male,1954-08-15,64.0,2015-06-13,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q19460136,"Ajo, Cantabria",-4.045833333,43.353055555,-3.609722222,43.480555555,38054.270361824354
Spain,http://www.wikidata.org/entity/Q8692,Bilbao,345110.0,http://www.wikidata.org/entity/Q5951349,Juan María Aburto,male,1961-03-28,57.0,2015-01-01,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q8692,Bilbao,-2.953333333,43.262222222,-2.953333333,43.262222222,0.0
Spain,http://www.wikidata.org/entity/Q12258,Sabadell,209931.0,http://www.wikidata.org/entity/Q20101792,Maties Serracant i Camps,male,1976-09-04,42.0,2017-07-25,1,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q12258,Sabadell,2.1075,41.548333333,2.1075,41.548333333,0.0
Spain,http://www.wikidata.org/entity/Q5818,Córdoba,325916.0,http://www.wikidata.org/entity/Q20644056,Isabel Ambrosio,female,1970-07-18,48.0,2015-06-13,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q2807,Madrid,-4.766666666,37.883333333,-3.691944444,40.418888888,296419.92183224065
Spain,http://www.wikidata.org/entity/Q1492,Barcelona,1620809.0,http://www.wikidata.org/entity/Q4779594,Ada Colau,female,1974-03-03,44.0,2015-06-13,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q1492,Barcelona,2.176944444,41.3825,2.176944444,41.3825,0.0
Spain,http://www.wikidata.org/entity/Q1492,Barcelona,1620809.0,http://www.wikidata.org/entity/Q4779594,Ada Colau,female,1974-03-03,44.0,2015-06-13,3,http://www.wikidata.org/entity/Q138837,Catalan Republic,http://www.wikidata.org/entity/Q1492,Barcelona,2.176944444,41.3825,2.176944444,41.3825,0.0
Spain,http://www.wikidata.org/entity/Q10313,San Sebastián,186370.0,http://www.wikidata.org/entity/Q12256843,Eneko Goia Laso,male,1971-10-30,47.0,2015-06-13,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q10313,San Sebastián,-1.98,43.32,-1.98,43.32,0.0
Spain,http://www.wikidata.org/entity/Q8818,Valencia,787808.0,http://www.wikidata.org/entity/Q9012047,Joan Ribó,male,1947-09-17,71.0,2017-01-01,1,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q8818,Valencia,-0.375,39.466666666,-0.375,39.466666666,0.0
Spain,http://www.wikidata.org/entity/Q14318,Vitoria-Gasteiz,246976.0,http://www.wikidata.org/entity/Q20087136,Gorka Urtaran,male,1973-12-21,45.0,2015-01-01,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q14318,Vitoria-Gasteiz,-2.673055555,42.846666666,-2.673055555,42.846666666,0.0
Spain,http://www.wikidata.org/entity/Q8757,A Coruña,244099.0,http://www.wikidata.org/entity/Q20026695,Xulio Ferreiro,male,1974-10-18,44.0,2015-06-13,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q8757,A Coruña,-8.383333333,43.366666666,-8.383333333,43.366666666,0.0
Spain,http://www.wikidata.org/entity/Q329984,Úbeda,34733.0,http://www.wikidata.org/entity/Q28028493,Antonia Olivares Martínez,female,1972-01-25,46.0,2015-06-13,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q329984,Úbeda,-3.371666666,38.011666666,-3.371666666,38.011666666,0.0
Spain,http://www.wikidata.org/entity/Q15682,Cádiz,118048.0,http://www.wikidata.org/entity/Q20087369,José María González Santos,male,1975-09-22,43.0,2015-06-13,3,http://www.wikidata.org/entity/Q55,Netherlands,http://www.wikidata.org/entity/Q34370,Rotterdam,-6.283333333,36.516666666,4.479166666,51.930833333,1911763.2894273438
Spain,http://www.wikidata.org/entity/Q2807,Madrid,3182981.0,http://www.wikidata.org/entity/Q19592761,Manuela Carmena,female,1944-02-09,74.0,2015-06-13,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q2807,Madrid,-3.691944444,40.418888888,-3.691944444,40.418888888,0.0
Spain,http://www.wikidata.org/entity/Q11959,Alicante,329988.0,http://www.wikidata.org/entity/Q20113584,Gabriel Echávarri,male,1970-12-29,48.0,2015-06-01,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q11959,Alicante,-0.483055555,38.345277777,-0.483055555,38.345277777,0.0
Spain,http://www.wikidata.org/entity/Q15468,Badalona,215848.0,http://www.wikidata.org/entity/Q55107167,Àlex Pastor,male,1979-07-17,39.0,2018-06-20,0,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q15468,Badalona,2.233333333,41.433333333,2.233333333,41.433333333,0.0
Spain,http://www.wikidata.org/entity/Q14336,Teruel‎,35484.0,http://www.wikidata.org/entity/Q25081838,Emma Buj,female,1972-05-10,46.0,2016-02-10,2,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q14336,Teruel‎,-1.107222222,40.343611111,-1.107222222,40.343611111,0.0
Spain,http://www.wikidata.org/entity/Q47483,Sagunto,65278.0,http://www.wikidata.org/entity/Q17029728,Josep Francesc Fernández Carrasco,male,1964-03-12,54.0,2015-06-13,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q47483,Sagunto,-0.273333333,39.676388888,-0.273333333,39.676388888,0.0
Spain,http://www.wikidata.org/entity/Q187826,Móstoles,206589.0,http://www.wikidata.org/entity/Q20538793,David Lucas,male,1968-01-18,50.0,2015-06-13,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q2807,Madrid,-3.866666666,40.333333333,-3.691944444,40.418888888,17618.781133767974
Spain,http://www.wikidata.org/entity/Q681893,Errenteria,39439.0,http://www.wikidata.org/entity/Q14083669,Julen Mendoza Pérez,male,1978-10-02,40.0,2011-01-01,7,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q681893,Errenteria,-1.8986133,43.3125271,-1.8986133,43.3125271,0.0
Spain,http://www.wikidata.org/entity/Q10282,Pamplona,197138.0,http://www.wikidata.org/entity/Q20087690,Mikel Castrillo apezteguia,male,1962-04-14,56.0,2015-06-13,3,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q10282,Pamplona,-1.65,42.816666666,-1.65,42.816666666,0.0
Spain,http://www.wikidata.org/entity/Q12233,Santander,171951.0,http://www.wikidata.org/entity/Q27840113,Gema Igual Ortiz,female,1973-01-01,45.0,2016-11-17,2,,,,,-3.8,43.466666666,,,
Spain,http://www.wikidata.org/entity/Q15695,Salamanca,144436.0,http://www.wikidata.org/entity/Q5666820,Alfonso Fernando Fernández Mañueco,male,1965-04-01,53.0,2011-06-11,7,http://www.wikidata.org/entity/Q29,Spain,http://www.wikidata.org/entity/Q15695,Salamanca,-5.663888888,40.965,-5.663888888,40.965,0.0
Spain,http://www.wikidata.org/entity/Q15688,Ávila,58149.0,http://www.wikidata.org/entity/Q13982821,Miguel Ángel García Nieto,male,,,2002-07-31,16,,,,,-4.696222222,40.654347222,,,
Poland,http://www.wikidata.org/entity/Q105060,Sosnowiec,214488.0,http://www.wikidata.org/entity/Q19690152,Arkadiusz Chęciński,male,1971-06-05,47.0,2014-12-05,4,,,,,19.166666666,50.3,,,
Poland,http://www.wikidata.org/entity/Q92212,Opole,127792.0,http://www.wikidata.org/entity/Q19690244,Arkadiusz Wiśniewski,male,1978-08-29,40.0,2014-12-04,4,,,,,17.933333333,50.666666666,,,
Poland,http://www.wikidata.org/entity/Q209932,Biała Podlaska,57498.0,http://www.wikidata.org/entity/Q19690234,Dariusz Stefaniuk,male,1981-05-10,37.0,2014-01-01,4,,,,,23.116666666,52.033333333,,,
Poland,http://www.wikidata.org/entity/Q2734,Skierniewice,47837.0,http://www.wikidata.org/entity/Q19691638,Krzysztof Jażdżyk,male,1975-07-25,43.0,2014-01-01,4,,,,,20.141666666,51.952777777,,,
Poland,http://www.wikidata.org/entity/Q1799,Wrocław,638586.0,http://www.wikidata.org/entity/Q2127075,Rafał Dutkiewicz,male,1959-07-06,59.0,2002-11-19,16,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1551924,Mikstat,17.03333,51.1,17.966666666,51.533333333,80983.31920611029
Poland,http://www.wikidata.org/entity/Q983729,Krapkowice,16721.0,http://www.wikidata.org/entity/Q9152404,Andrzej Kasiura,male,1969-06-17,49.0,2010-01-01,8,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q983729,Krapkowice,17.966666666,50.466666666,17.966666666,50.466666666,0.0
Poland,http://www.wikidata.org/entity/Q157992,Bełchatów,59025.0,http://www.wikidata.org/entity/Q19690155,Mariola Czechowska,female,1971-01-17,47.0,2014-01-01,4,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q157992,Bełchatów,19.366666666,51.366666666,19.366666666,51.366666666,0.0
Poland,http://www.wikidata.org/entity/Q102317,Kielce,191605.0,http://www.wikidata.org/entity/Q9376659,Wojciech Lubawski,male,1954-04-22,64.0,2002-11-19,16,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q102317,Kielce,20.62752,50.87033,20.62752,50.87033,0.0
Poland,http://www.wikidata.org/entity/Q108679,Ruda Śląska,139412.0,http://www.wikidata.org/entity/Q9276045,Grażyna Dziedzic,female,1954-06-28,64.0,2010-12-05,8,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q102350,Bytom,18.853611111,50.262777777,18.923,50.347,10592.67035714371
Poland,http://www.wikidata.org/entity/Q730929,Ostrowiec Świętokrzyski,72001.0,http://www.wikidata.org/entity/Q11720849,Jarosław Górczyński,male,1971-02-09,47.0,2014-01-01,4,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q730929,Ostrowiec Świętokrzyski,21.4,50.933333333,21.4,50.933333333,0.0
Poland,http://www.wikidata.org/entity/Q102317,Kielce,191605.0,http://www.wikidata.org/entity/Q9376659,Wojciech Lubawski,male,1954-04-22,64.0,2002-11-19,16,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q102317,Kielce,20.62752,50.87033,20.631944444,50.8725,394.04641896425943
Poland,http://www.wikidata.org/entity/Q103892,Zabrze,174349.0,http://www.wikidata.org/entity/Q11772332,Małgorzata Mańka-Szulik,female,1955-08-11,63.0,2006-12-06,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q103892,Zabrze,18.783333333,50.3,18.783333333,50.3,0.0
Poland,http://www.wikidata.org/entity/Q103892,Zabrze,174349.0,http://www.wikidata.org/entity/Q11772332,Małgorzata Mańka-Szulik,female,1955-08-11,63.0,2006-12-06,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q103892,Zabrze,18.78576,50.32492,18.78576,50.32492,0.0
Poland,http://www.wikidata.org/entity/Q61480,Ełk,60621.0,http://www.wikidata.org/entity/Q9359150,Tomasz Mariusz Andrukiewicz,male,1974-02-06,44.0,2006-12-06,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q61480,Ełk,22.36469,53.82824,22.35,53.816666666,1610.947144638625
Poland,http://www.wikidata.org/entity/Q580,Łódź,690422.0,http://www.wikidata.org/entity/Q293211,Hanna Zdanowska,female,1959-03-29,59.0,2010-12-13,8,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q580,Łódź,19.458511111,51.759494444,19.458511111,51.759494444,0.0
Poland,http://www.wikidata.org/entity/Q47554,Toruń,206765.0,http://www.wikidata.org/entity/Q6836080,Michał Zaleski,male,1952-07-14,66.0,2002-11-18,16,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q11734452,"Kamień, Kuyavian-Pomeranian Voivodeship",18.616666666,53.016666666,19.18666667,53.36916667,54684.052787703695
Poland,http://www.wikidata.org/entity/Q1792,Gdańsk,464254.0,http://www.wikidata.org/entity/Q2065090,Paweł Adamowicz,male,1965-11-02,53.0,1998-10-26,20,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1792,Gdańsk,18.633333333,54.366666666,18.64637,54.35205,1834.5082232247375
Poland,http://www.wikidata.org/entity/Q61480,Ełk,60621.0,http://www.wikidata.org/entity/Q9359150,Tomasz Mariusz Andrukiewicz,male,1974-02-06,44.0,2006-12-06,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q61480,Ełk,22.35,53.816666666,22.36469,53.82824,1610.947144638625
Poland,http://www.wikidata.org/entity/Q1792,Gdańsk,464254.0,http://www.wikidata.org/entity/Q2065090,Paweł Adamowicz,male,1965-11-02,53.0,1998-10-26,20,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1792,Gdańsk,18.64637,54.35205,18.64637,54.35205,0.0
Poland,http://www.wikidata.org/entity/Q62868,Koszalin,108576.0,http://www.wikidata.org/entity/Q11817580,Piotr Jedliński,male,1966-09-05,52.0,2010-01-01,8,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1799,Wrocław,16.181666666,54.190277777,17.03333,51.1,348675.5957057248
Poland,http://www.wikidata.org/entity/Q31487,Kraków,766739.0,http://www.wikidata.org/entity/Q179502,Jacek Majchrowski,male,1947-01-13,71.0,2002-11-19,16,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q105060,Sosnowiec,19.95,50.066666666,19.166666666,50.3,61674.390772070525
Poland,http://www.wikidata.org/entity/Q393,Szczecin,403833.0,http://www.wikidata.org/entity/Q11817700,Piotr Krzystek,male,1973-02-05,45.0,2006-01-01,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q393,Szczecin,14.555277777,53.424722222,14.555277777,53.424722222,0.0
Poland,http://www.wikidata.org/entity/Q82765,Olsztyn,173599.0,http://www.wikidata.org/entity/Q11817519,Piotr Grzymowicz,male,1954-01-11,64.0,2009-03-09,9,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q176229,Nowe Miasto Lubawskie,20.483333333,53.783333333,19.583333333,53.416666666,72217.26250976288
Poland,http://www.wikidata.org/entity/Q47554,Toruń,202591.0,http://www.wikidata.org/entity/Q6836080,Michał Zaleski,male,1952-07-14,66.0,2002-11-18,16,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q11734452,"Kamień, Kuyavian-Pomeranian Voivodeship",18.616666666,53.016666666,19.18666667,53.36916667,54684.052787703695
Poland,http://www.wikidata.org/entity/Q234184,Chełm,63734.0,http://www.wikidata.org/entity/Q11684584,Agata Fisz,female,1973-05-13,45.0,2006-01-01,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q234184,Chełm,23.483333333,51.133333333,23.483333333,51.133333333,0.0
Poland,http://www.wikidata.org/entity/Q62868,Koszalin,108576.0,http://www.wikidata.org/entity/Q11817580,Piotr Jedliński,male,1966-09-05,52.0,2010-01-01,8,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1799,Wrocław,16.181666666,54.190277777,17.03533,51.10773,347849.0929881319
Poland,http://www.wikidata.org/entity/Q588,Katowice,297197.0,http://www.wikidata.org/entity/Q19691319,Marcin Krupa,male,1976-04-05,42.0,2014-12-08,4,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q588,Katowice,19.0,50.25,19.0,50.25,0.0
Poland,http://www.wikidata.org/entity/Q588,Katowice,297197.0,http://www.wikidata.org/entity/Q19691319,Marcin Krupa,male,1976-04-05,42.0,2014-12-08,4,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q588,Katowice,19.0,50.25,19.02754,50.25841,2175.474803341115
Poland,http://www.wikidata.org/entity/Q61480,Ełk,60621.0,http://www.wikidata.org/entity/Q9359150,Tomasz Mariusz Andrukiewicz,male,1974-02-06,44.0,2006-12-06,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q61480,Ełk,22.35,53.816666666,22.35,53.816666666,0.0
Poland,http://www.wikidata.org/entity/Q103892,Zabrze,174349.0,http://www.wikidata.org/entity/Q11772332,Małgorzata Mańka-Szulik,female,1955-08-11,63.0,2006-12-06,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q103892,Zabrze,18.783333333,50.3,18.78576,50.32492,2777.3622055140954
Poland,http://www.wikidata.org/entity/Q103892,Zabrze,174349.0,http://www.wikidata.org/entity/Q11772332,Małgorzata Mańka-Szulik,female,1955-08-11,63.0,2006-12-06,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q103892,Zabrze,18.78576,50.32492,18.783333333,50.3,2777.3622055140954
Poland,http://www.wikidata.org/entity/Q270,Warsaw,1753977.0,http://www.wikidata.org/entity/Q271902,Hanna Gronkiewicz-Waltz,female,1952-11-04,66.0,2006-12-02,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q270,Warsaw,21.033333333,52.216666666,21.033333333,52.216666666,0.0
Poland,http://www.wikidata.org/entity/Q41252,Bydgoszcz,358614.0,http://www.wikidata.org/entity/Q7282428,Rafał Bruski,male,1962-07-01,56.0,2007-11-29,11,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q41252,Bydgoszcz,18.0,53.116666666,18.0,53.116666666,0.0
Poland,http://www.wikidata.org/entity/Q1792,Gdańsk,464254.0,http://www.wikidata.org/entity/Q2065090,Paweł Adamowicz,male,1965-11-02,53.0,1998-10-26,20,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1792,Gdańsk,18.633333333,54.366666666,18.633333333,54.366666666,0.0
Poland,http://www.wikidata.org/entity/Q1799,Wrocław,638586.0,http://www.wikidata.org/entity/Q2127075,Rafał Dutkiewicz,male,1959-07-06,59.0,2002-11-19,16,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1551924,Mikstat,17.03533,51.10773,17.966666666,51.533333333,80357.25606328822
Poland,http://www.wikidata.org/entity/Q102317,Kielce,191605.0,http://www.wikidata.org/entity/Q9376659,Wojciech Lubawski,male,1954-04-22,64.0,2002-11-19,16,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q102317,Kielce,20.631944444,50.8725,20.62752,50.87033,394.04641896425943
Poland,http://www.wikidata.org/entity/Q61480,Ełk,60621.0,http://www.wikidata.org/entity/Q9359150,Tomasz Mariusz Andrukiewicz,male,1974-02-06,44.0,2006-12-06,12,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q61480,Ełk,22.36469,53.82824,22.36469,53.82824,0.0
Poland,http://www.wikidata.org/entity/Q37333,Lublin,339850.0,http://www.wikidata.org/entity/Q11749871,Krzysztof Żuk,male,1957-06-21,61.0,2010-12-13,8,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q155088,Krasnystaw,22.566666666,51.233333333,23.166666666,51.0,49385.2293771156
Poland,http://www.wikidata.org/entity/Q268,Poznań,538633.0,http://www.wikidata.org/entity/Q19609730,Jacek Jaśkowiak,male,1964-03-10,54.0,2014-01-01,4,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q268,Poznań,16.916666666,52.4,16.916666666,52.4,0.0
Poland,http://www.wikidata.org/entity/Q1792,Gdańsk,464254.0,http://www.wikidata.org/entity/Q2065090,Paweł Adamowicz,male,1965-11-02,53.0,1998-10-26,20,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q1792,Gdańsk,18.64637,54.35205,18.633333333,54.366666666,1834.5082232247375
Poland,http://www.wikidata.org/entity/Q598,Rzeszów,182548.0,http://www.wikidata.org/entity/Q9354232,Tadeusz Ferenc,male,1940-02-10,78.0,2002-11-10,16,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q598,Rzeszów,22.0,50.05,22.0,50.05,0.0
Poland,http://www.wikidata.org/entity/Q102350,Bytom,171515.0,http://www.wikidata.org/entity/Q11692698,Damian Bartyla,male,1973-04-03,45.0,2012-01-01,6,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q102350,Bytom,18.923,50.347,18.923,50.347,0.0
Poland,http://www.wikidata.org/entity/Q588,Katowice,297197.0,http://www.wikidata.org/entity/Q19691319,Marcin Krupa,male,1976-04-05,42.0,2014-12-08,4,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q588,Katowice,19.02754,50.25841,19.0,50.25,2175.474803341115
Poland,http://www.wikidata.org/entity/Q588,Katowice,297197.0,http://www.wikidata.org/entity/Q19691319,Marcin Krupa,male,1976-04-05,42.0,2014-12-08,4,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q588,Katowice,19.02754,50.25841,19.02754,50.25841,0.0
Poland,http://www.wikidata.org/entity/Q102317,Kielce,191605.0,http://www.wikidata.org/entity/Q9376659,Wojciech Lubawski,male,1954-04-22,64.0,2002-11-19,16,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q102317,Kielce,20.631944444,50.8725,20.631944444,50.8725,0.0
Poland,http://www.wikidata.org/entity/Q104731,Gorzów Wielkopolski,124295.0,http://www.wikidata.org/entity/Q19691684,Jacek Wójcicki,male,1981-08-26,37.0,2014-01-01,4,http://www.wikidata.org/entity/Q36,Poland,http://www.wikidata.org/entity/Q393,Szczecin,15.25,52.733333333,14.555277777,53.424722222,89930.9113940457
Switzerland,http://www.wikidata.org/entity/Q68965,Solothurn,16465.0,http://www.wikidata.org/entity/Q121470,Kurt Fluri,male,1955-08-19,63.0,1993-01-01,25,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q68965,Solothurn,7.5375,47.208055555,7.5375,47.208055555,0.0
Switzerland,http://www.wikidata.org/entity/Q64032,Uster,32748.0,http://www.wikidata.org/entity/Q18648730,Werner Egli,male,,,2014-01-01,4,,,,,8.719166666,47.349166666,,,
Switzerland,http://www.wikidata.org/entity/Q70,Bern,141833.0,http://www.wikidata.org/entity/Q121896,Alec von Graffenried,male,1962-08-16,56.0,2017-01-01,1,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q69007,Chur,7.438611111,46.950833333,9.533055555,46.85,159979.1657818515
Switzerland,http://www.wikidata.org/entity/Q4191,Lucerne,81592.0,http://www.wikidata.org/entity/Q28129870,Beat Züsli,male,1963-06-08,55.0,2016-09-01,2,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q69140,Beckenried,8.3059,47.0523,8.470555555,46.970555555,15470.757131772703
Switzerland,http://www.wikidata.org/entity/Q9009,Schaffhausen,36148.0,http://www.wikidata.org/entity/Q23062897,Peter Neukomm,male,1962-07-06,56.0,2015-01-01,3,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q9009,Schaffhausen,8.63386,47.69653,8.63386,47.69653,0.0
Switzerland,http://www.wikidata.org/entity/Q4191,Lucerne,81592.0,http://www.wikidata.org/entity/Q28129870,Beat Züsli,male,1963-06-08,55.0,2016-09-01,2,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q69140,Beckenried,8.3059,47.0523,8.46574,46.96965,15236.518751441743
Switzerland,http://www.wikidata.org/entity/Q807,Lausanne,144426.0,http://www.wikidata.org/entity/Q19721447,Grégoire Junod,male,1975-01-01,43.0,2016-07-01,2,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q807,Lausanne,6.633333333,46.533333333,6.633333333,46.533333333,0.0
Switzerland,http://www.wikidata.org/entity/Q68956,Martigny,17998.0,http://www.wikidata.org/entity/Q28739254,Anne-Laure Couchepin Vouilloz,female,1977-05-10,41.0,2016-11-13,2,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q68956,Martigny,7.072777777,46.1,7.072777777,46.1,0.0
Switzerland,http://www.wikidata.org/entity/Q63946,Yverdon-les-Bains,28377.0,http://www.wikidata.org/entity/Q20828380,Daniel von Siebenthal,male,1960-12-20,58.0,2009-01-01,9,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q70,Bern,6.640833333,46.7785,7.438611111,46.950833333,63774.0541369702
Switzerland,http://www.wikidata.org/entity/Q36378,Fribourg,38829.0,http://www.wikidata.org/entity/Q26218609,Thierry Steiert,male,,,2016-01-01,2,,,,,7.15,46.8,,,
Switzerland,http://www.wikidata.org/entity/Q7024,Lugano,63932.0,http://www.wikidata.org/entity/Q118641,Marco Borradori,male,1959-06-06,59.0,2013-04-14,5,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q7024,Lugano,8.9625,46.010277777,8.9625,46.010277777,0.0
Switzerland,http://www.wikidata.org/entity/Q63946,Yverdon-les-Bains,28486.0,http://www.wikidata.org/entity/Q20828380,Daniel von Siebenthal,male,1960-12-20,58.0,2009-01-01,9,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q70,Bern,6.640833333,46.7785,7.438611111,46.950833333,63774.0541369702
Switzerland,http://www.wikidata.org/entity/Q71,Geneva,198899.0,http://www.wikidata.org/entity/Q117959,Rémy Pagani,male,1954-04-21,64.0,2017-06-01,1,http://www.wikidata.org/entity/Q39,Switzerland,http://www.wikidata.org/entity/Q71,Geneva,6.15,46.2,6.15,46.2,0.0
Switzerland,http://www.wikidata.org/entity/Q64027,Nyon,20272.0,http://www.wikidata.org/entity/Q3014624,Daniel Rossellat,male,1953-08-22,65.0,2009-01-01,9,,,,,6.2402,46.3289,,,
Switzerland,http://www.wikidata.org/entity/Q25607,St. Gallen,75481.0,http://www.wikidata.org/entity/Q15850802,Thomas Scheitlin,male,1953-06-20,65.0,2007-01-01,11,,,,,9.377222222,47.423333333,,,
Switzerland,http://www.wikidata.org/entity/Q72,Zürich,415682.0,http://www.wikidata.org/entity/Q123363,Corine Mauch,female,1960-05-28,58.0,2009-05-01,9,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q487977,Iowa City,8.54,47.378611111,-91.525,41.655833333,7401166.574448813
